year,id_news,local,national,after_national,po_cst,ps_cst,ra_cst,rs_cst,qs_s,qtotal,ads_s,ads_p4_cst,ra_cst_div_qtotal
1972,480,1,0,0,4.6725,4.005,25801122,26873298,5.747126437,28417.68,6.9583335,24.92,907.924996
1973,480,1,0,0,3.99,,19902456,23778866,5.617977528,26917.16,3.75,25.65,739.3965782
1974,480,1,0,0,5.01,,17347136,30432088,5.681818182,27162.96,10.909091,30.06,638.6320195
1960,20040,0,1,0,2.595,,,,,,23.564816,,
1961,20040,0,1,0,2.51,2.130675,281120000,130490940,6.569719961,379590,30.500002,,740.5885297
1962,20040,0,1,0,2.395,2.0330546,287400000,122820100,6.447064582,375892,31.686045,,764.5813159
1963,20040,0,1,0,2.742,2.3142948,269630000,128910680,7.36196319,351427.185,28.939024,127.96,767.2428643
1964,20040,0,1,0,2.652,2.231182,269620000,123496056,8.098159509,349252.765,28.955555,123.76,771.9910249
1965,20040,0,1,0,2.589,2.1851602,258900000,117874420,8.536585366,345302,31.447916,120.82,749.7784548
1966,20040,0,1,0,2.52,2.126923,235200000,113816376,8.373786408,341081.616,25.650002,117.6,689.5710263
1967,20040,0,1,1,3.272,3.146154,200410000,142065100,10.24390244,328163.18,22.52439,114.52,610.7022732
1968,20040,0,1,1,3.128,3.0076923,191590000,137550110,10.24390244,328163.18,25.25,109.48,583.8254005
1969,20040,0,1,1,3.675,2.8360128,221345250,159316770,10.66176471,330759.072,29.617023,102.9,669.2038669
1970,20040,0,1,1,3.495,2.6971061,202710000,152382000,11.11111111,322889.49,32.9,97.86,627.7999324
1971,20040,0,1,1,3.305,2.5504823,158640000,128234000,14.1025641,302891.16,25.607843,92.54,523.7524925
1972,20040,0,1,1,4.361,3.4164517,163226000,158865000,13.92405063,307987.82,24.913044,93.45,529.9755036
1973,20040,0,1,1,3.99,3.1057694,119700000,147630000,14.1025641,301331.94,27.05814,85.5,397.2363501
1974,20040,0,1,1,4.509,2.980225,102705000,165460260,10.25641026,291775.38,23.3125,80.16,352.000227
1960,20345,0,1,0,,,,,,,10.229167,,
1961,20345,0,1,0,,,,,,,8.1,,
1962,20345,0,1,0,,,,,,,5.4375,,
1963,20345,0,1,0,,,,,,,8.3125,45.7,
1964,20345,0,1,0,2.652,2.3035831,16058178,59353164,91.34873724,114014.165,15.733335,44.2,140.8437101
1965,20345,0,1,0,3.452,3.0475578,,,87,,13.916667,43.15,
1966,20345,0,1,0,3.36,2.9663367,8527470,75952470,86.86564164,115292.286,13.138889,42,73.96392505
1967,20345,0,1,1,4.09,3.521192,9941481,83235490,92.34811856,106204.782,13.6875,40.9,93.60671726
1968,20345,0,1,1,3.91,3.3331146,10279437,85616100,86.98403133,113310.66,21.291666,39.1,90.71906386
1969,20345,0,1,1,3.675,3.1639073,12856738,86951304,86.95652174,128344.6,17.358696,37.975,100.1735796
1970,20345,0,1,1,4.194,3.460396,8869674,90457864,86.31578947,133009.5,12.3125,38.445,66.68451502
1971,20345,0,1,1,3.966,3.2722774,8023376.5,92516510,86.59793814,130983.95,12.25,36.355,61.25465372
1972,20345,0,1,1,4.984,3.5069535,10250717,96025360,86.59793814,132920.07,14.945652,37.38,77.11940717
1973,20345,0,1,1,4.56,3.408638,10555140,97911620,88.42105263,126662.55,14.261363,39.33,83.33276095
1974,20345,0,1,1,4.509,3.169592,9348249,98098810,85.26315789,126146.7,13.579546,37.575,74.10617162
1960,20346,0,1,0,2.595,2.1817834,531446140,194986160,25.05556208,379955.5551,36.11017,,1398.706067
1961,20346,0,1,0,2.51,2.130675,596787400,187945250,25.69538512,386885.2775,41.229168,,1542.543577
1962,20346,0,1,0,2.395,2.0330546,662128640,180904350,26.33520816,393815,41.065575,162.86,1681.318995
1963,20346,0,1,0,2.742,2.3217363,710965900,202215650,24.30858806,389366.5932,42.875,155.38,1825.955057
1964,20346,0,1,0,2.652,2.2455306,793248300,193203380,23.90127188,381864.4257,45.98361,150.28,2077.303479
1965,20346,0,1,0,2.589,2.1921864,829088400,199845520,22.89156627,412741.57,47.567566,146.71,2008.734909
1966,20346,0,1,0,2.52,2.1201277,864369100,202364960,22.08118788,420988.9418,46.791046,143.64,2053.187184
1967,20346,0,1,1,2.454,2.0913267,805558200,200152820,22.17522659,433401.47,44.067165,143.968,1858.688204
1968,20346,0,1,1,3.91,3.0173633,828538600,304868930,22.87589644,430830.7133,46.52778,144.67,1923.118697
1969,20346,0,1,1,3.675,2.9597316,777757900,271445760,23.4353356,425318.3718,50.03125,135.975,1828.648729
1970,20346,0,1,1,3.495,2.6971061,837904200,267989620,25.6097561,436483.54,51.21094,131.0625,1919.66964
1971,20346,0,1,1,3.928,3.056779,802961860,274176320,24.67987805,421845.77,45.632187,128.895,1903.448884
1972,20346,0,1,1,4.361,3.4164517,768019500,280363040,23.75,407208,50.347225,124.6,1886.061914
1973,20346,0,1,1,3.99,3.217742,794154430,279955840,25,399596,51.201298,123.5,1987.393342
1974,20346,0,1,1,4.509,2.8996785,726526140,303626370,24.76458359,350896.3302,54.020267,125.25,2070.486572
1960,20347,0,1,0,,,63349140,32483130,86.00727337,39665.25,,,1597.094182
1961,20347,0,1,0,,,80561144,30647846,89.57445716,38962,,,2067.685026
1962,20347,0,1,0,,,76067380,28358458,77.04174419,38050.8,,,1999.100676
1963,20347,0,1,0,,,87926690,24437548,76.14781635,40269.835,,,2183.43805
1964,20347,0,1,0,,,93614370,25263738,73.44885411,43785.775,,,2138.008748
1965,20347,0,1,0,,,84240380,25970078,74.30825647,44779.024,,,1881.246451
1966,20347,0,1,0,,,82037810,25033044,74.04597441,45559.129,,,1800.688727
1967,20347,0,1,1,,,83687864,30672994,74.68657397,45792.3834,,,1827.549863
1968,20347,0,1,1,,,86538050,34497260,74.07490721,46239.4237,,,1871.520946
1969,20347,0,1,1,,,118183900,35216852,73.35951941,46264.5888,,,2554.521786
1970,20347,0,1,1,,,115527610,41536692,73.14227458,49819.0524,,,2318.944348
1971,20347,0,1,1,,,113637420,46874908,71.91011236,53794.27,,,2112.44469
1972,20347,0,1,1,,,122242570,50515544,72.72727273,54231.76,,,2254.077131
1973,20347,0,1,1,,,111225020,52398984,70.6063019,56713.3783,,,1961.177827
1974,20347,0,1,1,,,106767350,58165200,79.06976744,53732.8,,,1987.005144
1960,20352,0,1,0,2.595,2.2028296,8348719,16551971,30.9357122,36252.6,5.1,,230.2929721
1961,20352,0,1,0,2.51,2.1238463,7729776,15065425,33.58573835,34181.175,4.775,,226.141319
1962,20352,0,1,0,2.395,2.0265384,9333823,12872169,31.81346141,30814,10.000001,33.53,302.9085156
1963,20352,0,1,0,2.742,2.3142948,9065984,14615582,32.3943662,30636.5,7.6904764,32.235,295.9210093
1964,20352,0,1,0,2.652,2.2383332,9120352,14408331,31.26567625,33258.1,9.205883,30.94,274.229496
1965,20352,0,1,0,2.589,2.1851602,7910655,14201080,30.1369863,32485,10,30.205,243.5171618
1966,20352,0,1,0,2.94,2.5576923,10080000,18163370,30.1369863,32667.5,13.333334,29.4,308.5635571
1967,20352,0,1,1,4.09,3.146154,7337173.5,22125660,30.1369863,32850,5.1833334,28.63,223.3538356
1968,20352,0,1,1,3.91,2.998083,7942265.5,19744842,26.02739726,30265.8,7.71875,27.37,262.4171672
1969,20352,0,1,1,3.675,2.8269231,7370646,17727948,16.43835616,28287.5,7.5625,25.886002,260.5619443
1970,20352,0,1,1,3.495,2.6971061,6683565.5,14950198,16.43835616,24893,7.546875,24.402,268.4917648
1971,20352,0,1,1,3.305,2.5423079,6943805,11974676,16.43835616,21535,9.1375,22.918001,322.4427676
1972,20352,0,1,1,3.6475,2.7421217,7176902.5,13434930,16.43835616,21814.225,6.0625,21.434,329.0010303
1973,20352,0,1,1,3.99,2.9419353,7410000,14895183,16.43835616,22093.45,9.325,19.95,335.3935216
1974,20352,0,1,1,4.008,,,,,,5.986842,17.535,
1960,20354,0,1,0,2.595,2.0660827,30737854,215761870,14.84924894,150980.7,6.383333,,203.5879685
1961,20354,0,1,0,2.51,2.017685,36196160,212230860,14.91991091,154860.174,8.55,,233.7344655
1962,20354,0,1,0,2.395,1.9252411,42572844,234015950,12.55127018,181392,5.285714,,234.7007806
1963,20354,0,1,0,2.742,2.20418,53599150,245395100,14.77272727,165800.8,4.68,47.985,323.274375
1964,20354,0,1,0,2.652,2.1182108,55911816,200632160,17.04697987,140343.1,6.7407403,46.41,398.393765
1965,20354,0,1,0,2.589,2.0811899,60630904,217952300,17.33333333,157106.25,5.8888893,45.3075,385.922928
1966,20354,0,1,0,2.66,2.1314104,64901160,214366700,17.57758857,149477.614,10.52,44.1,434.1864863
1967,20354,0,1,1,3.272,2.647249,68933350,261604260,18.03753795,150144.366,7.4242425,42.945,459.1137972
1968,20354,0,1,1,4.692,3.1634305,60982360,369006050,16.64275466,150624.488,9.086956,41.055,404.8635173
1969,20354,0,1,1,4.41,2.95418,58912020,316293470,19.37669377,139045.842,12.814814,55.125,423.6877504
1970,20354,0,1,1,4.194,2.8004808,53986372,301007800,18.66666667,135169.5,8.375,52.425,399.397586
1971,20354,0,1,1,3.966,2.6567523,56938228,282914240,18.66666667,131488.5,11.232143,49.575,433.0281964
1972,20354,0,1,1,4.984,3.014516,54036950,319798140,20.27027027,129819.68,11.103448,50.61875,416.2462117
1973,20354,0,1,1,,,,,,,11.689655,85.5,
1974,20354,0,1,1,5.4108,3.4904075,52375156,388215700,17.90147655,150673.7946,16.640625,75.15,347.6062718
1960,21006,0,1,0,2.595,2.1817834,105397610,73148820,1.998700844,90058.5,,,1170.323845
1961,21006,0,1,0,2.51,2.130675,119829010,67488380,2.214345291,83746.8,38.714287,,1430.84882
1962,21006,0,1,0,2.395,2.0265384,124433080,61827950,2.429989737,77435.1,45.75,,1606.933807
1963,21006,0,1,0,2.742,2.3142948,96033944,56167524,2.645634184,71123.4,40.625,274.2,1350.243998
1964,21006,0,1,0,2.652,2.231182,82676660,50507092,2.86127863,64811.7,28.266668,265.2,1275.644058
1965,21006,0,1,0,2.589,2.1851602,80712616,44846660,3.076923077,58500,31.61111,258.9,1379.702838
1966,21006,0,1,0,3.36,2.7009645,80784584,53638016,2.196356275,59270,24.435896,252,1362.992813
1967,21006,0,1,1,3.4765,2.7886364,71261230,62429376,1.315789474,60040,22.938774,245.4,1186.895903
1968,21006,0,1,1,3.91,3.0076923,66637980,63163590,1.362120089,58879.37,23.307692,273.7,1131.771281
1969,21006,0,1,1,3.675,2.8360128,35640480,63897812,1.408450704,57718.74,35.068546,257.25,617.4854129
1970,21006,0,1,1,3.495,,,,,,43.5625,244.65,
1971,21006,0,1,1,,,,,,,,231.35,
1972,21006,0,1,1,,,,,,,,218.05,
1973,21006,0,1,1,,,,,,,,209,
1974,21006,0,1,1,,,,,,,,225.45,
1960,21025,0,1,0,3.114,2.5123568,85576090,126602760,17.64201697,177105.6,23.791666,,483.1924569
1961,21025,0,1,0,3.012,2.445641,101133220,164328900,18.50001423,181756.617,26.458336,,556.4211178
1962,21025,0,1,0,3.832,2.7812903,130896400,156221780,17.75755954,186850,16.800001,105.38,700.5426813
1963,21025,0,1,0,3.656,2.6365385,119887400,153452600,19.77950713,189810.948,23.583336,100.54,631.6147791
1964,21025,0,1,0,3.536,2.8242812,142437970,159980880,20.14780241,200406.1077,27.152176,97.24,710.7466516
1965,21025,0,1,0,3.452,2.7660258,156253010,176204980,20.51282051,228394.92,30.84375,94.93,684.1352251
1966,21025,0,1,0,3.36,2.6923077,187000370,189249970,20.61909079,251388.8111,31.000002,103.17999,743.8691053
1967,21025,0,1,1,4.09,3.0443366,218509550,265434610,19.34813661,294671.064,25.537037,112.747665,741.5371806
1968,21025,0,1,1,3.91,3.0076923,258663890,310137760,18.70703332,354970.1996,31.8125,138.805,728.6918459
1969,21025,0,1,1,3.675,2.8360128,382046700,288995700,19.16014043,354669.637,34.546875,147,1077.190321
1970,21025,0,1,1,4.893,3.382258,405581980,290488200,19.73684211,363983,38.302086,160.77,1114.28825
1971,21025,0,1,1,4.627,3.188103,379984700,330225700,21.62162162,346166.82,34.24667,156.9875,1097.692436
1972,21025,0,1,1,4.361,3.014516,395044830,360659420,21.05263158,317532.56,39.310604,166.13333,1244.1081
1973,21025,0,1,1,4.56,3.3203886,428216960,355359170,21.79487179,400236.72,35.435715,171,1069.909228
1974,21025,0,1,1,5.01,3.866238,438345630,421938370,20.25316456,432957.92,38.430557,177.01999,1012.443958
1960,21173,0,1,0,2.595,2.1817834,250764940,377856000,4.030235781,743430.45,,,337.3078679
1961,21173,0,1,0,2.51,2.130675,307925300,363894140,4.455419057,747584,35.10204,,411.8939143
1962,21173,0,1,0,2.395,2.0330546,320165820,347460480,4.890130777,757628,34.9375,,422.5897406
1963,21173,0,1,0,2.742,2.3142948,298214300,384451300,5.747126437,730771.29,29.96875,164.52,408.0815764
1964,21173,0,1,0,2.652,2.231182,291930300,367751780,4.545454545,727483.68,43.75,159.12,401.287765
1965,21173,0,1,0,2.589,2.1851602,317868800,360420700,5.617977528,742260,22.466665,175.47667,428.2445504
1966,21173,0,1,0,2.52,2.1337621,328837150,359814940,6.170849643,774481.9784,24.8125,184.8,424.5898022
1967,21173,0,1,1,2.6585,2.79772,294599260,391916830,9.256413288,778612.8845,29.535002,184.05,378.3642242
1968,21173,0,1,1,3.91,3.0173633,277605300,508279500,11.92546584,713605.13,31.500002,187.68,389.0180834
1969,21173,0,1,1,3.675,2.8451612,354973120,470233700,15.70552147,726963.7,38.94872,176.4,488.2955229
1970,21173,0,1,1,3.495,2.6971061,308844220,442267230,13.53012048,727255.13,46.314816,167.76,424.6710779
1971,21173,0,1,1,3.305,2.5504823,287178530,443579170,13.13253012,731130.4,30.661764,176.26666,392.7870186
1972,21173,0,1,1,4.361,3.014516,293132770,596077100,14.81481481,796526.46,32.435486,188.4575,368.013851
1973,21173,0,1,1,3.99,2.7580645,330337200,556931650,15.6626506,785390.82,36.030304,185.25,420.6023187
1974,21173,0,1,1,4.3587,3.2638435,263282800,523428670,17.76700236,712492.3722,32.21875,200.4,369.5236753
1960,21176,0,1,0,2.595,2.1817834,474168900,656655100,0.699498809,1143676,,,414.6007261
1961,21176,0,1,0,2.51,2.130675,551516740,603641100,0.713121498,1094718,42.29231,,503.7980009
1962,21176,0,1,0,2.395,2.0265384,576781760,550627100,0.726744186,1045760,41.012196,,551.5431457
1963,21176,0,1,0,2.742,2.3142948,598578500,556654460,0.891000189,1038840,41.32353,274.2,576.1989334
1964,21176,0,1,0,2.652,2.231182,624033300,562681860,1.055256192,1031920,39.057144,265.2,604.7303086
1965,21176,0,1,0,2.589,2.1851602,607293800,568709250,1.219512195,1025000,40.07143,258.9,592.4817561
1966,21176,0,1,0,2.52,2.1337621,631747800,528347500,1.282051282,982800,39.67647,252,642.8040293
1967,21176,0,1,1,2.454,2.0981169,605484350,532996740,1.315789474,1024107.6,39.391666,245.4,591.2311851
1968,21176,0,1,1,3.128,3.0076923,609214340,582315460,1.388888889,870480,42.842106,273.7,699.860238
1969,21176,0,1,1,3.675,2.8360128,841114900,641299460,1.408450704,821183.87,48.353447,257.25,1024.271093
1970,21176,0,1,1,3.495,2.6971061,800112500,618638340,1.388888889,817141.68,52.202377,244.65,979.1600644
1971,21176,0,1,1,3.305,2.5504823,787932500,580273600,1.428571429,797990.9,37.850002,231.35,987.395345
1972,21176,0,1,1,4.361,3.4498372,778796900,631638600,1.408450704,727666.93,45.510868,218.05,1070.265623
1973,21176,0,1,1,3.99,3.1258066,801048200,592663100,1.362120089,725037.94,46.4,209,1104.836252
1974,21176,0,1,1,4.509,3.7051446,661435200,607287200,1.315789474,717300.16,44.500004,225.45,922.1177366
1960,33718,0,1,0,4.152,3.6598804,40998028,32743650,22.56942744,40834,,,1004.016947
1961,33718,0,1,0,4.016,3.5684338,42563320,30941902,22.52754917,40146.4,,,1060.202658
1962,33718,0,1,0,3.832,3.3778088,44652292,29407796,21.87743999,39703,,,1124.657885
1963,33718,0,1,0,3.656,3.2226694,44818456,20570592,24.19354839,30194,,,1484.349738
1964,33718,0,1,0,3.978,3.1168923,44530210,20253920,26.2295082,28182,,,1580.094032
1965,33718,0,1,0,3.8835,3.079657,45031036,23750280,30.50847458,34544.5,,,1303.566009
1966,33718,0,1,0,4.2,3.681275,38249316,27082864,27.5862069,34887,,,1096.377333
1967,33718,0,1,1,6.01,4.6558375,31380372,23734230,33.23754789,26319.75,,,1192.274699
1968,33718,0,1,1,7.82,5.6304,24511430,20385596,38.88888889,17752.5,,,1380.731165
1969,33718,0,1,1,7.35,5.2920003,32303522,22124100,34.83709273,19918.08,,,1621.819071
1970,33718,0,1,1,6.99,5.073387,35565532,20723322,41.17647059,21687.92,,,1639.877499
1971,33718,0,1,1,6.61,4.7592,62308800,20187534,43.28358209,21826.59,,,2854.719862
1972,33718,0,1,1,9.345,5.3913465,49116580,24128466,32.8125,16112,,,3048.44712
1973,33718,0,1,1,8.55,5.1299996,53617270,26767856,30.3030303,24587.64,,,2180.65947
1974,33718,0,1,1,9.1683,5.231325,45817370,26706116,30.88235294,26989.2,,,1697.618677
1960,34689,0,1,0,,,,,,,,,
1961,34689,0,1,0,2.51,2.1238463,,63016750,5.726521263,120492,,,
1962,34689,0,1,0,2.395,2.0330546,14820260,86678580,1.883400394,175215,14.833333,,84.58328339
1963,34689,0,1,0,2.742,2.3142948,20610700,107714780,1.756756757,189958,11.875,34.275,108.5013529
1964,34689,0,1,0,2.652,2.231182,24707800,109675730,2.133333333,200250,11.125,33.15,123.384769
1965,34689,0,1,0,2.589,2.1851602,23767020,125429450,2.564102564,237502.2,9.597222,32.3625,100.0707362
1966,34689,0,1,0,2.52,2.126923,30697510,133250540,2.04865557,260369.78,14.589286,35.7,117.8996656
1967,34689,0,1,1,2.454,2.0913267,32644658,133674700,1.797175866,270339.486,7.3680553,34.765,120.7543096
1968,34689,0,1,1,3.91,3.0076923,28542056,206309980,1.825293351,260240.799,14.055555,33.235,109.6755624
1969,34689,0,1,1,3.675,2.8360128,30984034,194888430,2.204928664,263282.622,12.729731,31.2375,117.6835515
1970,34689,0,1,1,3.495,2.6971061,34399908,174639870,1.408450704,249823.44,12.006945,29.7075,137.696879
1971,34689,0,1,1,3.305,,,,,,13.513889,28.0925,
1972,34689,0,1,1,,,,,,,,26.4775,
1973,34689,0,1,1,,,,,,,,,
1974,34689,0,1,1,,,,,,,,,
